Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Install Date,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
245602,HOLMES ROAD,Kentish Town South,NW5 3AN,OUTSIDE 63,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528759,185055,-0.144352,51.549705,POINT (-0.144352 51.549705),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
242814,WINDMILL HILL,Hampstead Town,NW3 6RH,O/S 1 UPPER TERRACE LODGE,35/18,26,Generic LED Lighting,Lighting Column,400,Yes,10/02/2000,526159,186149,-0.181438,51.560124,POINT (-0.181438 51.560124),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
1419,LOWER TERRACE,Hampstead Town,NW3 7LT,NEAR FROGNAL RISE,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/10/2021,526156,186053,-0.181516,51.559262,POINT (-0.181516 51.559262),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243426,SOUTH HILL PARK,Hampstead Town,NW3 2SN,OPP WALKWAY,35/18,46,Generic LED Lighting,Lighting Column,500,No,31/12/2021,527364,186009,-0.164115,51.558595,POINT (-0.164115 51.558595),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
509,HAVERSTOCK HILL,Haverstock,NW3 2BD,O/S SCHOOL,35/18,42,Generic LED Lighting,Lighting Column,800,Yes,,527750,184794,-0.158991,51.547589,POINT (-0.158991 51.547589),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
248688,GOODS WAY,Kings Cross,N1C 4AG,BY CAMLEY STREET,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,530020,183337,-0.12681,51.533977,POINT (-0.12681 51.533977),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
246265,GAISFORD STREET,Kentish Town South,NW5 2EE,FRONT OF N 87,35/18,60,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529268,184844,-0.137092,51.547693,POINT (-0.137092 51.547693),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245429,CROGSLAND ROAD,Haverstock,NW3 2BL,O/S PUB,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528209,184410,-0.152515,51.544034,POINT (-0.152515 51.544034),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244259,QUEEN'S GROVE,Primrose Hill,NW8 6HN,O/S 37,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,526922,183781,-0.171291,51.538672,POINT (-0.171291 51.538672),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243320,PARLIAMENT HILL,Hampstead Town,NW3 2TA,O/S 31,35/18,31,Generic LED Lighting,Lighting Column,500,No,31/12/2021,527443,185831,-0.163041,51.556978,POINT (-0.163041 51.556978),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241116,WESTBERE ROAD,Fortune Green,NW2 3SP,O/S NO. 61,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/12/2021,524532,185278,-0.205205,51.552657,POINT (-0.205205 51.552657),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245888,TASKER ROAD,Haverstock,NW3 2YP,J/W PARKHILL ROAD (EAST),35/18,29,Generic LED Lighting,Lighting Column,500,No,31/12/2021,527776,185137,-0.158492,51.550665,POINT (-0.158492 51.550665),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1470,FITZROY ROAD,Primrose Hill,NW1 8JP,FRONT OF N 52,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/10/2021,528006,183872,-0.155636,51.539245,POINT (-0.155636 51.539245),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241590,GREENCROFT GARDENS,South Hampstead,NW6 3LP,O/S 1,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,526253,184487,-0.180679,51.545166,POINT (-0.180679 51.545166),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
244847,LAURIER ROAD,Highgate,NW5 1SH,OUTSIDE 45,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528843,186203,-0.142721,51.560003,POINT (-0.142721 51.560003),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
699,CASTLE MEWS,Haverstock,NW1 8DR,O/S NO. 31,35/18,39,Generic LED Lighting,Lighting Column,500,No,,528610,184509,-0.146699,51.544832,POINT (-0.146699 51.544832),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241768,LANGTRY ROAD,Kilburn,NW8 0AJ,O/S SCHOOL,35/18,21,Generic LED Lighting,Lighting Column,600,No,31/12/2021,525702,183688,-0.188906,51.538109,POINT (-0.188906 51.538109),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
250541,MONTAGUE STREET,Bloomsbury,WC1B 5BH,OPP.29,35/18,68,Cosmopolis,Lighting Column,600,No,10/02/1975,530198,181715,-0.124844,51.51936,POINT (-0.124844 51.51936),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
249935,LEIGH STREET,Bloomsbury,WC1H 9EW,OPP.2,35/18,83,Generic LED Lighting,Lighting Column,800,No,24/11/2023,530116,182493,-0.125738,51.52637,POINT (-0.125738 51.52637),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1076,YORK WAY,,,S/O NO. 74,35/18,110,Generic LED Lighting,Lighting Column,1000,No,31/08/2021,530335,183357,-0.122263,51.534084,POINT (-0.122263 51.534084),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
262829,PANCRAS ROAD,Kings Cross,N1C 4BU,,35/18,29,Generic LED Lighting,Lighting Column,,No,11/01/2024,530114,183143,-0.125527,51.532212,POINT (-0.125527 51.532212),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244878,MAKEPEACE AVENUE,Highgate,N6 6EL,FRONT OF N 29,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,528287,186692,-0.150559,51.564524,POINT (-0.150559 51.564524),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249377,TOTTENHAM MEWS,Bloomsbury,W1T 4AF,OPP NO 10,35/18,21,Generic LED Lighting,Lighting Column,600,No,24/11/2023,529331,181794,-0.137304,51.520268,POINT (-0.137304 51.520268),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
244839,LAURIER ROAD,Highgate,NW5 1SD,OUTSIDE 1C,35/18,56,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528635,186088,-0.145762,51.559017,POINT (-0.145762 51.559017),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
243014,EAST HEATH ROAD,Hampstead Town,NW3 1BS,NEXT TO HEATH,35/18,93,Generic LED Lighting,Lighting Column,800,No,10/12/1975,526630,186250,-0.174611,51.560926,POINT (-0.174611 51.560926),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243301,NORTH END WAY,Hampstead Town,NW3 7EX,SAME,35/18,93,Generic LED Lighting,Lighting Column,1000,No,10/01/2000,526183,186721,-0.180887,51.565259,POINT (-0.180887 51.565259),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
245460,GILLIES STREET,Gospel Oak,NW5 4DL,OUTSIDE 11,35/18,93,Generic LED Lighting,Lighting Column,800,No,,528462,185163,-0.148594,51.550744,POINT (-0.148594 51.550744),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
241440,DYNHAM ROAD,Kilburn,NW6 2NR,OPP 25,35/18,61,Generic LED Lighting,Lighting Column,600,No,,525314,184331,-0.194269,51.543973,POINT (-0.194269 51.543973),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
247658,BAYHAM STREET,Regents Park,NW1 0EY,O/S  3,35/18,83,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529256,183443,-0.13778,51.535105,POINT (-0.13778 51.535105),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
251719,ST CROSS STREET,Holborn and Covent Garden,EC1N 8UB,O/S 10,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531368,181895,-0.107924,51.520707,POINT (-0.107924 51.520707),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
248511,CHALTON STREET,St Pancras and Somers Town,NW1 1UA,J/W GOLDINGTON CRESCENT,35/18,86,Generic LED Lighting,Lighting Column,600,No,01/11/2023,529585,183447,-0.133037,51.535066,POINT (-0.133037 51.535066),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1030,PARKWAY,Camden Town,NW1 7PP,BY 105,35/18,110,Generic LED Lighting,Lighting Column,800,No,31/08/2021,528685,183630,-0.145939,51.536916,POINT (-0.145939 51.536916),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
510,PARKHILL ROAD,Haverstock,NW3 2YP,O/S NO 44,35/18,42,Generic LED Lighting,Lighting Column,800,No,10/01/2000,527779,185070,-0.158473,51.550063,POINT (-0.158473 51.550063),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
253317,GRAY'S INN ROAD,Holborn and Covent Garden,WC1R 5JR,ON C/I AT J/W BALDWIN'S GARDENS,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,,531075,181783,-0.112186,51.519768,POINT (-0.112186 51.519768),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
253003,EAST HEATH ROAD,Hampstead Town,NW3 1BJ,AT J/W DOWNSHIRE HILL,Continuous,15,LED Belisha Beacons (undimmed),Belisha Beacon,300,No,10/02/1999,527096,185887,-0.168023,51.557559,POINT (-0.168023 51.557559),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
247919,MURRAY STREET,Camden Square,NW1 9XG,OPPOSITE 56,35/18,86,Generic LED Lighting,Lighting Column,800,No,31/12/2021,529545,184448,-0.133246,51.544071,POINT (-0.133246 51.544071),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
20562,HIGH HOLBORN,,,S/O NO. 319,35/18,152,Generic LED Lighting,Lighting Column,800,No,31/12/2021,531043,181610,-0.112711,51.518221,POINT (-0.112711 51.518221),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
1042,CHARRINGTON STREET,St Pancras and Somers Town,NW1 1NR,OPP MEDBURN STREET,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/08/2021,529584,183337,-0.133092,51.534077,POINT (-0.133092 51.534077),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
241538,GOLDHURST TERRACE,South Hampstead,NW6 3EX,O/S MARYON HOUSE,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,,526231,184203,-0.181098,51.542619,POINT (-0.181098 51.542619),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
247854,FREIGHT LANE,Kings Cross,N1 0FF,O/S BUS DEPOT,35/18,62,LED Street Lights,Lighting Column,1000,,,529877,184078,-0.128597,51.540669,POINT (-0.128597 51.540669),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244856,LISSENDEN GARDENS,Highgate,NW5 1PP,OPPOSITE 1-8,35/18,56,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528441,185904,-0.148626,51.557408,POINT (-0.148626 51.557408),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1195,ROCHESTER SQUARE,Camden Square,NW1 9EN,OPP STRATFORD VILLAS,35/18,56,Generic LED Lighting,Lighting Column,800,No,31/08/2021,529460,184284,-0.134531,51.542616,POINT (-0.134531 51.542616),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
250514,KINGSWAY,Holborn and Covent Garden,WC2B 4AN,NEAR JUNCT. WITH KEELEYS ST,35/18,101,Generic LED Lighting,Lighting Column,800,No,,530614,181268,-0.119017,51.515247,POINT (-0.119017 51.515247),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
259927,SAFFRON HILL,Holborn and Covent Garden,EC1N 8FH,O/S 10,35/18,29,Generic LED Lighting,Wall Light,,,24/11/2023,531461,181842,-0.106604,51.520209,POINT (-0.106604 51.520209),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:15 PM
245756,PRINCE OF WALES ROAD,Kentish Town South,NW5 3AW,O/S NO 16,35/18,152,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,528802,184721,-0.143854,51.546694,POINT (-0.143854 51.546694),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
244737,HIGHGATE WEST HILL,Highgate,N6 6NP,OPPOSITE OAKESHOT AVENUE,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,528106,186738,-0.153152,51.564979,POINT (-0.153152 51.564979),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
251716,ST CROSS STREET,Holborn and Covent Garden,EC1N 8JT,OPP 50,35/18,29,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531265,181871,-0.109416,51.520515,POINT (-0.109416 51.520515),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
247203,REGENT'S PARK ROAD,Haverstock,NW3 3QD,OPP S/O NO 202 R.H.S,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,528086,184347,-0.15431,51.543496,POINT (-0.15431 51.543496),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
1135,MODBURY GARDENS,Haverstock,NW5 3QE,O/S NO 1,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/08/2021,528028,184707,-0.155016,51.546744,POINT (-0.155016 51.546744),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
249449,WHITFIELD STREET,Bloomsbury,W1T 2PQ,O/S NO 28,35/18,110,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529534,181736,-0.134401,51.519701,POINT (-0.134401 51.519701),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
244242,PRIMROSE HILL ROAD,Primrose Hill,NW8 7LS,OPP N 10,35/18,48,Generic LED Lighting,Lighting Column,1000,No,31/12/2021,527797,183969,-0.158613,51.540164,POINT (-0.158613 51.540164),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
240470,ABBEY ROAD,Kilburn,NW6 4SS,O/S 161,35/18,65,Generic LED Lighting,Lighting Column,800,No,,525500,184002,-0.191705,51.540975,POINT (-0.191705 51.540975),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242915,CHRISTCHURCH HILL,Hampstead Town,NW3 1JJ,BY SCHOOL,35/18,39,Generic LED Lighting,Lighting Column,400,Yes,31/12/2021,526505,186121,-0.17646,51.559795,POINT (-0.17646 51.559795),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
247808,COLLEGE GROVE,St Pancras and Somers Town,NW1 0TH,1 ST FROM ROYAL COLLEGE STREET,35/18,21,Generic LED Lighting,Lighting Column,500,No,24/11/2023,529466,183724,-0.13465,51.537582,POINT (-0.13465 51.537582),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
243151,HEATH HURST ROAD,Hampstead Town,NW3 2RU,O/S NO 19,35/18,31,Generic LED Lighting,Lighting Column,400,No,31/12/2021,527126,185598,-0.167695,51.554955,POINT (-0.167695 51.554955),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
242145,CHURCH ROW,Frognal,NW3 6TR,OPP NO 27,35/18,109,High Pressure Sodium,Lighting Column,400,Yes,10/02/2000,526347,185653,-0.178906,51.555624,POINT (-0.178906 51.555624),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
242183,DALEHAM GARDENS,Belsize,NW3 5BY,O/S NO 3/5 DALEHAM HOUSE,35/18,42,Generic LED Lighting,Lighting Column,600,No,31/12/2021,526700,184719,-0.174153,51.547151,POINT (-0.174153 51.547151),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
240950,PANDORA ROAD,West Hampstead,NW6 1TS,S/O NO. 15,35/18,42,Generic LED Lighting,Lighting Column,500,No,31/12/2021,525247,184991,-0.194999,51.54992,POINT (-0.194999 51.54992),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
241935,BILLY FURY WAY,West Hampstead,NW6 1SD,FOOTPATH FROM WEST END LN TO FINCHLEY RD,35/18,29,Generic LED Lighting,Lighting Column,500,No,,525547,184723,-0.190771,51.547445,POINT (-0.190771 51.547445),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:11 PM
250192,BARTER STREET,Bloomsbury,WC1A 2TH,OPP. HALL,35/18,56,Generic LED Lighting,Lighting Column,500,No,24/11/2023,530325,181560,-0.123072,51.517937,POINT (-0.123072 51.517937),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
247287,STANHOPE STREET,Regents Park,NW1 3LR,BY 107,35/18,56,Generic LED Lighting,Lighting Column,800,No,24/11/2023,529061,182616,-0.140893,51.527717,POINT (-0.140893 51.527717),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
245250,ALMA STREET,Kentish Town South,NW5 3DJ,OUTSIDE 1,35/18,51,Generic LED Lighting,Lighting Column,500,No,31/12/2021,528876,184797,-0.14276,51.54736,POINT (-0.14276 51.54736),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
245390,CHALK FARM ROAD,Camden Town,NW1 8AG,FRONT OF N 14,35/18,39,Generic LED Lighting,Lighting Column,800,No,10/02/2000,528661,184195,-0.146079,51.541999,POINT (-0.146079 51.541999),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:12 PM
251652,PORTPOOL LANE,Holborn and Covent Garden,EC1N 7UB,O/S 34-46,35/18,48,Generic LED Lighting,Lighting Column,500,No,24/11/2023,531149,181930,-0.111065,51.521072,POINT (-0.111065 51.521072),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:13 PM
243995,FELLOWS ROAD,Primrose Hill,NW3 3NA,O/S 27 J/W PRIMROSE HILL,35/18,48,Generic LED Lighting,Lighting Column,800,No,31/12/2021,527509,184450,-0.162589,51.544552,POINT (-0.162589 51.544552),Plotted by Council officer,http://opendatacommunities.org/id/london-borough-council/camden,05/04/2025 02:40:14 PM
