LSOA Code,Total_Decayed_Score,Z-Score_Decayed
E01000063,123.58617201569666,-0.23652761344721643
E01000064,287.06949148650415,0.048094823615001704
E01000065,175.0445931779286,-0.14693913869653225
E01000066,166.62334094555337,-0.16160043467004764
E01000067,201.26039389260586,-0.10129775391732687
E01000068,164.72620097007285,-0.16490333190150397
E01000069,104.34080423221,-0.2700335607109848
E01000070,432.545644844364,0.30136700720645804
E01000071,212.98444329498594,-0.08088632892335909
E01000072,294.363523663632,0.060793643414994075
E01000073,178.99808356419214,-0.14005616083504277
E01000074,151.77623332447058,-0.18744906539345427
E01000075,325.42574962252854,0.11487259459861698
E01000076,158.34283191067587,-0.17601669847758183
E01000077,163.94883533240434,-0.16625671586139565
E01000078,194.71274733249538,-0.11269712559018717
E01000079,114.14969297657545,-0.25295640673386616
E01000080,145.72822430778152,-0.19797857428326912
E01000081,135.3112025748649,-0.21611448027141647
E01000082,409.54126825801495,0.26131667211234544
E01000083,139.55549137988768,-0.20872522595977283
E01000084,276.9914803224777,0.030549130834047027
E01000085,213.60393734962815,-0.07980779743679169
E01000086,122.55769475942317,-0.23831817962908244
E01000087,323.84720862253744,0.112124374242715
E01000088,204.81130802058644,-0.09511565634201452
E01000089,157.98765803767617,-0.17663505179730415
E01000090,291.98285467520503,0.056648928152801675
E01000091,194.06768548250258,-0.1138201702922101
E01000093,261.54056829616286,0.0036492841096297723
E01000094,243.61025739799499,-0.027567165382827937
E01000095,913.7043391872475,1.1390583425723313
E01000096,261.1564117367468,0.002980472291345407
E01000097,184.7782272153744,-0.12999300223333007
E01000098,268.54084023871604,0.01583667097476824
E01000099,224.9113366493054,-0.060121755118055654
E01000100,161.87251181184084,-0.16987156942850784
E01000101,176.65366287547977,-0.14413776825578975
E01000102,126.4852406592091,-0.23148037079764133
E01000103,157.06612626415682,-0.17823942721651126
E01000104,218.82173310329782,-0.07072367956892847
E01000105,591.402022200645,0.5779339952782517
E01000106,315.08912374635247,0.09687665680263305
E01000107,140.03787846529772,-0.2078853960107531
E01000108,249.88745043737148,-0.016638649944307235
E01000110,96.04980441385172,-0.2844680888427978
E01000111,300.11326651510586,0.07080387460044403
E01000112,232.41746141912168,-0.047053684737580675
E01000113,242.8970649822529,-0.028808824557108686
E01000114,312.8302925962705,0.0929440597099787
E01000115,67.65869208924596,-0.33389666422830927
E01000116,101.65368930510209,-0.27471179456196976
E01000117,132.45575375209023,-0.22108578135262366
E01000118,108.49095496460838,-0.26280819961938
E01000119,90.44516057766754,-0.2942257044373682
E01000120,77.653205432423,-0.3164963401206632
E01000121,122.82275580554992,-0.23785671162633412
E01000122,54.161820507682776,-0.357394550708075
E01000123,135.9287113804764,-0.21503940507885588
E01000124,352.03940363202383,0.16120663704302568
E01000126,162.8343616722012,-0.16819700071880772
E01000127,114.5059465821835,-0.25233617361302796
E01000128,165.9375711185027,-0.1627943514566086
E01000129,441.58546770738343,0.3171052269967822
E01000130,125.29093057356843,-0.23355964988423789
E01000131,179.36971761400324,-0.13940915055108885
E01000132,112.73340626507202,-0.25542214438044564
E01000133,146.55484514803882,-0.19653943762491136
E01000134,103.98506051248978,-0.2706529061267991
E01000135,136.1204342026856,-0.21470561801682245
E01000136,105.13332870464941,-0.26865378540725765
E01000137,125.92222878820043,-0.23246056750113478
E01000138,156.36879412674935,-0.17945347384238836
E01000139,136.5702531244449,-0.21392248883788081
E01000140,232.1616763596614,-0.04749900336227795
E01000141,811.2138764028846,0.9606237145763609
E01000142,152.91942576580516,-0.18545878149331696
E01000143,351.8968733570528,0.16095849359726794
E01000144,300.0932923709006,0.07076909986244423
E01000145,138.62825870919195,-0.21033952657044921
E01000146,778.3019952646191,0.9033245366039692
E01000147,106.9483091530216,-0.26549392689626006
E01000150,409.243102646608,0.260797569470917
E01000151,271.53068364798764,0.021041951368730688
E01000152,178.72475605574695,-0.14053202064643902
E01000153,157.76093158764087,-0.1770297797424205
E01000154,207.3669138129066,-0.09066637826804948
E01000156,138.27014312171977,-0.2109630013786819
E01000157,64.77474704752808,-0.3389175768742249
E01000158,145.76345543614303,-0.19791723732456798
E01000159,129.25575305430067,-0.22665694298644587
E01000160,350.7375309122775,0.15894009274090085
E01000161,182.72431330672126,-0.13356884094329233
E01000162,271.67948006193694,0.021301004084943308
E01000163,192.64647414518947,-0.11629448165141114
E01000164,350.3781191175856,0.15831436125193146
E01000165,103.0704135268756,-0.27224529521542173
E01000166,97.82548133259988,-0.2813766572907276
