LSOA Code,comparison_score,routing_score,annual_crime_rate
E01000006,0.764417754290638,4.528835508581276,49.00816802800467
E01000007,5.582100191863377,10.0,344.91803278688525
E01000008,1.632705972144188,6.265411944288376,85.8934169278997
E01000009,2.4296184446321867,7.859236889264373,127.23085780080598
E01000011,1.083064144047673,5.166128288095345,72.68170426065163
E01000012,1.3585493804307622,5.717098760861525,94.99225606608157
E01000013,2.0655112959998467,7.1310225919996935,127.07838479809978
E01000014,1.0919305202109462,5.183861040421892,74.77203647416414
E01000015,0.8091956940702677,4.618391388140536,54.49251247920133
E01000016,0.7578906390631255,4.515781278126251,52.287581699346404
E01000017,0.9289480072816908,4.857896014563382,74.5697896749522
E01000018,0.7462012292895076,4.492402458579015,40.069686411149824
E01000019,0.8788150348043405,4.757630069608681,61.337008959338384
E01000020,0.7748422489466964,4.549684497893393,46.738572162300976
E01000021,1.4366447940832345,5.873289588166469,103.27455919395466
E01000022,0.7660009766711003,4.532001953342201,53.8965768390386
E01000024,0.9002391776181603,4.80047835523632,54.26917510853835
E01000025,0.8845805775070644,4.769161155014129,49.511002444987774
E01000027,1.5219836483549374,6.043967296709875,103.79464285714286
E01000028,1.1104547728740437,5.220909545748087,65.08135168961202
E01000029,0.9430341582846234,4.886068316569247,61.576354679802954
E01000030,1.8564022705909053,6.712804541181811,129.15851272015655
E01000031,1.2716834113893216,5.543366822778643,88.1477069684336
E01000032,1.894571884609358,6.789143769218716,129.61841308298
E01000033,0.8426414204218405,4.685282840843681,59.274755927475596
E01000034,0.9555678115902128,4.911135623180425,64.79057591623037
E01000035,1.82412758637808,6.64825517275616,118.09635722679201
E01000036,1.612355804847915,6.22471160969583,119.3058568329718
E01000037,0.8132410677589134,4.6264821355178265,41.498559077809794
E01000038,0.7914248980937005,4.582849796187401,56.11899932386748
E01000039,0.7597547124353964,4.519509424870793,50.42527339003645
E01000040,1.25882072453686,5.51764144907372,74.41574415744158
E01000041,0.6929083621518546,4.385816724303709,43.98826979472141
E01000042,1.0830634705797202,5.16612694115944,69.68278731149245
E01000043,1.0601143487684164,5.120228697536833,65.3409090909091
E01000044,0.841631527514062,4.6832630550281245,53.790983606557376
E01000045,2.5503173662447427,8.100634732489485,145.06539833531508
E01000046,0.9154486703456639,4.830897340691328,52.341597796143255
E01000049,1.236243344199328,5.472486688398655,60.67056945183608
E01000050,0.9347478021237712,4.869495604247542,58.035714285714285
E01000051,1.2502207678440427,5.500441535688085,100.76530612244898
E01000052,0.8948527436305679,4.789705487261136,51.10173464603844
E01000053,1.3468727027841088,5.693745405568217,85.67854909318325
E01000054,0.9154729484524613,4.830945896904923,56.306306306306304
E01000055,0.9002737779949507,4.800547555989901,56.50060753341433
E01000056,2.127062025120393,7.254124050240786,146.94894146948943
E01000057,1.77350153982504,6.54700307965008,114.77572559366754
E01000058,0.9458140077372134,4.891628015474427,56.89390056381343
E01000059,0.8541643742089877,4.708328748417975,65.82278481012659
E01000060,2.8393178220113637,8.678635644022727,224.2199894235854
E01000061,1.9036152981141072,6.807230596228214,117.42627345844504
E01000062,1.0724002366101701,5.14480047322034,72.22222222222221
E01000063,0.7432906797249184,4.486581359449836,41.74228675136116
E01000064,1.371005224966822,5.742010449933645,83.2934418382001
E01000065,1.0125721974493518,5.025144394898703,59.74477958236659
E01000066,0.8192038695173045,4.638407739034609,56.43564356435644
E01000067,0.9586627727679712,4.917325545535943,60.25824964131994
E01000068,1.0258865480532373,5.051773096106475,75.23510971786834
E01000069,0.5694845864691735,4.1389691729383475,40.57017543859649
E01000070,2.078718120377341,7.157436240754682,131.60422670509126
E01000071,0.8846214905955238,4.769242981191048,62.629614267938614
E01000072,1.4154944467548605,5.830988893509721,76.66181465308102
E01000073,1.0343759376833037,5.068751875366607,66.66666666666667
E01000074,0.9600083169610634,4.920016633922127,58.63607393244104
E01000075,1.828865954368602,6.657731908737205,131.04611923509563
E01000076,0.774513083743687,4.549026167487374,49.06771344455348
E01000077,1.0785195330399815,5.157039066079963,70.9549071618037
E01000078,1.1322368077566416,5.264473615513284,73.42657342657343
E01000079,0.7336562367717292,4.467312473543458,50.64935064935065
E01000080,0.9099936721522385,4.819987344304477,49.43679599499374
E01000081,0.7857392724194566,4.5714785448389135,48.09384164222874
E01000082,2.27787724560758,7.55575449121516,173.25905292479106
E01000083,0.778405490143669,4.556810980287338,43.16143497757847
E01000084,2.0027125122337543,7.005425024467509,125.45322697606962
E01000085,1.2344198833324487,5.468839766664898,80.62645011600928
E01000086,0.8543427777971632,4.708685555594326,51.120448179271705
E01000087,2.377780830020488,7.755561660040976,168.74541452677917
E01000088,1.0371844728867445,5.0743689457734895,59.98983223182511
E01000089,0.880071070104529,4.760142140209058,54.6875
E01000090,1.7360003805040969,6.472000761008194,139.1200951248514
E01000091,1.0534423865439726,5.106884773087945,59.847660500544066
E01000093,1.5509580815581143,6.101916163116229,102.50297973778308
E01000094,1.7938427692442385,6.587685538488477,128.50812407680945
E01000095,4.991202421606884,10.0,329.86870897155364
E01000096,1.771014990111869,6.542029980223738,120.21857923497267
E01000097,1.0543274434911791,5.108654886982358,76.34902411021814
E01000098,1.4309456023314622,5.861891204662925,68.2062298603652
E01000099,1.0371388300311128,5.074277660062226,71.62661737523106
E01000100,0.9412328887224034,4.882465777444807,63.01531213191991
E01000101,1.0331808447969746,5.066361689593949,68.94519740718916
E01000102,0.7898734490879055,4.579746898175811,49.906425452276984
E01000103,0.95224231394617,4.90448462789234,67.31946144430844
E01000104,1.281257830336084,5.562515660672168,80.163838502048
E01000105,2.6513300534407085,8.302660106881417,192.30769230769232
E01000106,1.5644189731399716,6.128837946279943,95.8291956305859
E01000107,0.826666109178016,4.653332218356032,59.388122375524894
E01000108,1.5621847212692703,6.124369442538541,96.55172413793103
E01000110,0.6636113736739979,4.327222747347996,43.05555555555556
E01000111,1.4985085588990585,5.9970171177981175,98.54927463731866
E01000112,1.1630601004318468,5.326120200863693,59.58938407611417
E01000113,1.3418797889947212,5.683759577989442,73.72505543237251
E01000114,1.4547485065803658,5.909497013160731,94.63869463869463
E01000115,0.45415524485758274,3.9083104897151655,30.591434398368456
E01000116,0.5568643184831484,4.113728636966297,39.80099502487562
E01000117,0.7175382776628775,4.435076555325755,36.41304347826087
E01000118,0.5321690846442464,4.064338169288493,30.123456790123456
E01000119,0.5146713042277867,4.029342608455574,32.89094056549336
E01000120,0.5155741019871213,4.031148203974243,36.569148936170215
E01000121,0.8255409059355452,4.651081811871091,66.39839034205232
E01000122,0.35690954218866633,3.7138190843773327,27.686222808174026
E01000123,0.7842054918530433,4.5684109837060864,46.92931633835458
E01000124,2.0815734446308007,7.1631468892616015,137.70685579196217
E01000126,0.7278775843418812,4.455755168683762,40.17857142857143
E01000127,0.7261134093659032,4.452226818731806,42.12572909915749
E01000128,0.8747204399017293,4.749440879803458,51.45888594164457
E01000129,2.3630533369063347,7.726106673812669,158.1769436997319
E01000130,0.7248861152271842,4.449772230454368,44.71544715447155
E01000131,0.9591972594460777,4.918394518892155,73.05194805194805
E01000132,0.7463702630390606,4.492740526078121,48.73164218958612
E01000133,0.9142365550723466,4.828473110144693,63.59102244389027
E01000134,0.619496672672457,4.238993345344914,39.85507246376811
E01000135,0.793904327591155,4.58780865518231,60.176991150442475
E01000136,0.6599316307293773,4.319863261458755,36.27267041901188
E01000137,0.7119322478912307,4.423864495782461,46.02272727272727
E01000138,1.0313950589517236,5.062790117903447,67.37120211360634
E01000139,0.9159407621253207,4.831881524250641,64.64646464646465
E01000140,1.4340232223215241,5.868046444643048,108.09141445336627
E01000141,3.7045319567215707,10.0,228.41480127912288
E01000142,0.6264716363236326,4.252943272647265,39.550374687760204
E01000143,2.2943329045911844,7.588665809182369,166.12377850162866
E01000144,1.7815127126059143,6.563025425211828,113.15165876777252
E01000145,0.8707320764389915,4.741464152877983,53.391959798994975
E01000146,4.541008355286713,10.0,285.88098016336056
E01000147,0.5773967729455479,4.154793545891096,36.472509526401744
E01000150,1.9141557176329378,6.828311435265876,138.65546218487395
E01000151,1.5241869128863519,6.048373825772703,86.90744920993228
E01000152,1.0303238418706966,5.060647683741394,72.46376811594203
E01000153,0.8408500310407918,4.681700062081584,50.21367521367522
E01000154,1.8120713993593833,6.624142798718767,135.84574934268187
E01000156,0.693277632990686,4.386555265981372,47.165077772202714
E01000157,0.40667742344615704,3.813354846892314,31.934877896055106
E01000158,0.957860035168947,4.915720070337894,58.55263157894737
E01000159,0.7103412794811577,4.420682558962316,46.13674263479711
E01000160,1.5914649733065402,6.182929946613081,115.71753986332574
E01000161,0.9214209144579998,4.842841828916,64.7628760836308
E01000162,1.6865161630579182,6.373032326115837,99.81401115933045
E01000163,1.1586567435072155,5.317313487014431,85.33653846153847
E01000164,1.9450872265713854,6.890174453142771,126.32164718976071
E01000165,0.5501902094487121,4.100380418897425,36.997319034852545
E01000166,0.5999991961618674,4.199998392323735,43.80012338062924
E01000167,0.8939063077381693,4.787812615476339,49.54954954954955
E01000168,0.39593731621369693,3.791874632427394,28.35538752362949
E01000169,0.534272490243001,4.068544980486002,36.84550743374273
E01000170,1.1176609172678509,5.235321834535702,64.51612903225806
E01000171,1.85178679322561,6.7035735864512205,114.76238624873609
E01000172,0.45526295176741005,3.91052590353482,28.885037550548816
E01000173,0.45523698035775345,3.910473960715507,30.075187969924812
E01000174,1.1598887319336237,5.319777463867247,49.18949133594187
E01000175,0.4457168211503396,3.8914336423006795,28.10743285446596
E01000176,0.7435708522505331,4.487141704501067,46.441495778045834
E01000177,0.6814207820394681,4.362841564078936,50.5520046484602
E01000178,0.723219256685947,4.446438513371894,46.88361831218974
E01000179,0.7174383208857821,4.434876641771564,54.769230769230774
E01000180,0.7365180960029007,4.473036192005802,49.57678355501813
E01000181,1.8324135772358865,6.664827154471773,132.59052924791087
E01000182,1.0497081061124591,5.099416212224918,92.40021869874249
E01000183,0.6368652054820403,4.273730410964081,44.414535666218036
E01000184,1.1692516532114776,5.338503306422956,86.81875792141952
E01000185,0.7443499265357875,4.488699853071575,48.00540906017579
E01000186,0.3880472414178299,3.77609448283566,26.097271648873072
E01000187,0.48903652940452097,3.978073058809042,30.10625737898465
E01000188,1.4682899710339479,5.936579942067896,106.68380462724936
E01000189,0.9131048762918401,4.82620975258368,58.62068965517241
E01000190,0.5144667583553316,4.028933516710663,29.44862155388471
E01000191,0.45043507869549815,3.9008701573909965,21.47651006711409
E01000192,1.840802963522941,6.681605927045882,112.13991769547326
E01000193,3.654518154863732,10.0,241.21146565711197
E01000194,2.0956092306018723,7.191218461203745,144.5020149683362
E01000195,1.3169649886331458,5.633929977266291,81.78438661710037
E01000196,1.843467604190258,6.6869352083805165,122.93388429752066
E01000197,0.735338249644257,4.470676499288514,48.518896833503575
E01000198,0.8192229234702825,4.638445846940565,61.75298804780876
E01000199,0.5637972210097153,4.127594442019431,38.64734299516908
E01000200,0.5700036072240654,4.140007214448131,43.298969072164944
E01000201,0.6808055449394989,4.3616110898789975,48.74835309617919
E01000202,0.5158648210986032,4.031729642197206,35.35353535353535
E01000203,1.5118264482863761,6.023652896572752,107.26447219069239
E01000204,0.6728072884349869,4.345614576869973,45.40162980209546
E01000205,0.6785066768766033,4.3570133537532065,54.17463352453792
E01000206,0.9237641463200607,4.8475282926401215,54.29864253393665
E01000207,0.997923670191664,4.995847340383328,78.52044127190136
E01000208,0.981830889890527,4.963661779781054,93.70904325032765
E01000209,0.6301000858232872,4.2602001716465745,44.34447300771208
E01000210,0.6994075638830475,4.398815127766095,48.89178617992177
