LSOA Code,Decayed Combined Score
E01000464,1724.9341393693965
E01000465,1346.0815516991734
E01000465,2174.5218603189965
E01000466,1700.376495947488
E01000466,3931.764751178621
E01000467,945.9521801769243
E01000467,2277.4798502896138
E01000468,1327.0880950671124
E01000468,3651.70567970446
E01000469,805.5336837116655
E01000469,2252.6468440636804
E01000470,1698.9529853164722
E01000470,3786.3606104139876
E01000471,630.4393728087084
E01000471,1329.391597938653
E01000472,1801.8990891098322
E01000472,5825.2940221175
E01000473,1908.6436089413664
E01000473,5587.153845338494
E01000474,859.5831544298819
E01000474,1677.366827324183
E01000475,1523.470843031249
E01000475,4905.355076655465
E01000476,1104.8522464876835
E01000476,2079.715435145748
E01000477,2020.5346594072234
E01000477,3758.7632054062647
E01000478,1305.3133873715383
E01000478,2453.8682225186158
E01000479,931.2671014622589
E01000479,2240.574269758846
E01000480,737.5129445055251
E01000480,1828.298724913692
E01000481,822.6426154955387
E01000481,2036.5962867076064
E01000483,1223.0279153258384
E01000483,5527.139184928073
E01000484,605.2374150882308
E01000484,2211.1393445289996
E01000485,627.1376824251428
E01000485,1553.2992101634584
E01000486,509.7808909253432
E01000486,1275.8043347753805
E01000487,1099.3374984868485
E01000487,3036.4301169612727
E01000488,1037.6763366443186
E01000488,1898.184494019445
E01000489,1086.3990869990669
E01000489,3384.436445642256
E01000490,1457.5937001086577
E01000490,6531.465033450088
E01000491,1331.2291869833916
E01000491,3165.390715612277
E01000492,811.4358077075449
E01000492,1460.7199965186774
E01000493,724.1397238427875
E01000493,1685.412225392892
E01000494,899.5580937446954
E01000494,2713.528078486139
E01000495,1426.116208240818
E01000495,4986.12680547797
E01000497,2125.8797965525832
E01000497,5622.781847347905
E01000498,1289.1195471499107
E01000498,2391.219938995296
E01000499,2030.4926315543548
E01000499,4255.393809353542
E01000501,1157.896543502016
E01000501,2546.9875936416643
E01000502,1372.7672449424044
E01000502,3117.9319066964003
E01000503,1616.0565179723624
E01000503,2977.807991762348
E01000504,1169.027067794909
E01000504,2811.6095518241186
E01000505,1009.6112134040021
E01000505,2000.3679027995386
E01000506,1805.0881152588588
E01000506,6860.450155130995
E01000507,1050.1752718254693
E01000507,2395.5151587047894
E01000508,2016.5516871916404
E01000508,7585.157285961115
E01000509,1289.854883428822
E01000509,2439.9518682456496
E01000510,2813.9882369385564
E01000510,9211.020274524737
E01000511,1224.2634340273594
E01000511,2602.159345323048
E01000512,1311.5999576485274
E01000512,2347.797310192945
E01000513,937.7470452429756
E01000513,1561.0003161636657
E01000514,723.4554422485362
E01000514,1478.0930433211402
E01000515,1555.8027421006038
E01000515,3820.4199062273947
E01000516,1530.3348015365611
E01000516,4869.738912236787
E01000517,1105.306707978062
E01000517,3451.941866007525
E01000518,1154.3833469957435
E01000518,2255.9380585456634
E01000519,1027.885192855348
E01000519,2622.6421718968036
E01000520,1029.8464005564472
E01000520,2587.0807391277376
E01000521,2505.201407643189
E01000521,10025.884082141045
E01000522,1469.4695569975356
E01000522,3316.042507314359
E01000523,2423.3501560305767
E01000523,7923.0384905872215
E01000524,2955.7722764443406
E01000524,15072.00084510082
E01000525,1690.0888702338032
E01000525,4613.312152327032
E01000526,2062.3201550260037
E01000526,7196.962961616423
E01000527,1433.5112389621968
E01000527,3709.778632025514
E01000528,1090.814446845416
E01000528,3423.9218803199565
E01000530,1104.409908630378
E01000530,2120.5638230169525
E01000531,1328.0567766871623
E01000531,4276.047154079553
E01000532,1140.6327745849994
E01000532,2616.813822533583
E01000533,2559.888447551442
E01000533,7737.462696572044
E01000534,1229.8610464492974
E01000534,1933.131433269929
E01000535,1793.5302844757616
E01000535,4388.96775022973
E01000536,1047.9219151829247
E01000536,3481.2087163993824
E01000538,706.2837021923897
E01000538,1528.0631548512467
E01000539,585.2810241382789
E01000539,1183.3388578352115
E01000540,588.83941047767
E01000540,1111.0222339164172
E01000541,810.2775954940654
E01000541,2218.3783620334807
